author,sentence,response,response_round,subtype,type,lexicalization,condition,conj_order,verb_agreement
Belova_2022_1,Шкафчик для посуды чиним ты и я.,5.0,5.0,coordination,stimul,4.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Коробки в макулатуру сдаёшь ты и я.,3.5,4.0,coordination,stimul,19.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Премию в этом квартале получили Андрей и Олег.,6.580152671755725,7.0,good,filler,,good,,
Belova_2022_1,Крепость из строю снега я и ты.,1.4375,1.0,coordination,stimul,30.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Духовку от жира отмываешь ты и я.,3.5,4.0,coordination,stimul,10.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Галстук под пиджак подбираю я и ты.,3.071428571428572,3.0,coordination,stimul,23.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Шкафчик для посуды чиним я и ты.,4.133333333333334,4.0,coordination,stimul,4.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Телевизор для бабушки покупаешь ты и я.,3.2142857142857144,3.0,coordination,stimul,1.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Комнату у метро снимаешь я и ты.,2.357142857142857,2.0,coordination,stimul,5.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Реквизит для спектакля готовим я и ты.,5.666666666666667,6.0,coordination,stimul,3.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Переезд за границу намечаю ты и я.,2.631578947368421,3.0,coordination,stimul,26.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Участок под огород арендуем я и ты.,4.25,4.0,coordination,stimul,22.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Поездку на дачу планируешь ты и я.,3.1578947368421053,3.0,coordination,stimul,16.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Сапоги от грязи чистят ты и я.,2.35,2.0,coordination,stimul,9.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Долги за семестр закрываем я и ты.,4.333333333333333,4.0,coordination,stimul,27.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Рассвет у озера встречаешь ты и я.,3.1578947368421053,3.0,coordination,stimul,7.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Заявление на увольнение пишу я и ты.,2.7857142857142856,3.0,coordination,stimul,15.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Фирму и начальником опозорил Алиса.,1.3282442748091603,1.0,bad,filler,,bad,,
Belova_2022_1,Билет на самолёт берём ты и я.,4.416666666666667,4.0,coordination,stimul,14.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Гречку на костре варишь я и ты.,2.2142857142857144,2.0,coordination,stimul,13.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Галстук под пиджак подбираю ты и я.,2.571428571428572,3.0,coordination,stimul,23.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Переезд за границу намечают ты и я.,2.2857142857142856,2.0,coordination,stimul,26.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Участок под огород арендуешь я и ты.,2.5,2.0,coordination,stimul,22.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Для бульона Зоя купила лук и говядину.,6.526717557251908,7.0,good,filler,,good,,
Belova_2022_1,Деньги в акции вкладываешь я и ты.,2.4375,2.0,coordination,stimul,20.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Ключи от квартиры ищут я и ты.,2.3846153846153846,2.0,coordination,stimul,12.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Реквизит для спектакля готовлю ты и я.,2.526315789473684,3.0,coordination,stimul,3.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Кастрюлю с гречка опрокинул Кира и Алла.,1.7923076923076924,2.0,bad,filler,,bad,,
Belova_2022_1,Грядку под редис копаем я и ты.,4.214285714285714,4.0,coordination,stimul,24.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Шкафчик для посуды чиню ты и я.,2.6666666666666665,3.0,coordination,stimul,4.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Сапоги от грязи чистят я и ты.,2.125,2.0,coordination,stimul,9.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Переезд за границу намечаем ты и я.,3.9375,4.0,coordination,stimul,26.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Галстук под пиджак подбираешь ты и я.,3.333333333333333,3.0,coordination,stimul,23.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Свой автобусом Оксана и Юля пропустил.,1.3893129770992367,1.0,bad,filler,,bad,,
Belova_2022_1,Переезд за границу намечаю я и ты.,2.833333333333333,3.0,coordination,stimul,26.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Рассвет у озера встречаю ты и я.,2.4375,2.0,coordination,stimul,7.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Аванс за квартиру вносим ты и я.,5.333333333333333,5.0,coordination,stimul,25.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,В кафе Кристина заказали лазанья и коктейля.,1.5725190839694656,2.0,bad,filler,,bad,,
Belova_2022_1,Книги в библиотеку отдаём ты и я.,4.842105263157895,5.0,coordination,stimul,18.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Цепочку у ломбарда выкупаем я и ты.,4.526315789473684,5.0,coordination,stimul,8.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Участок под огород арендую ты и я.,2.5,2.0,coordination,stimul,22.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Книги в библиотеку отдают ты и я.,2.5,2.0,coordination,stimul,18.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Гречку на костре варю ты и я.,3.0,3.0,coordination,stimul,13.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Диван в гараж отвозишь я и ты.,2.4285714285714284,2.0,coordination,stimul,17.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Перекус из овощей готовят ты и я.,3.2,3.0,coordination,stimul,31.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Стены под покраску ровняю ты и я.,2.3,2.0,coordination,stimul,21.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Рассвет у озера встречают ты и я.,2.642857142857143,3.0,coordination,stimul,7.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Телевизор для бабушки покупаем я и ты.,4.181818181818182,4.0,coordination,stimul,1.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Билет на самолёт берут я и ты.,2.263157894736842,2.0,coordination,stimul,14.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Счёт в ресторане оплатили Антон и Паша.,6.430769230769231,6.0,good,filler,,good,,
Belova_2022_1,Штрафы за парковку плачу я и ты.,3.761904761904762,4.0,coordination,stimul,28.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Галстук под пиджак подбираешь я и ты.,2.857142857142857,3.0,coordination,stimul,23.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Сапоги от грязи чищу я и ты.,2.9047619047619047,3.0,coordination,stimul,9.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Аванс за квартиру вносят ты и я.,3.0,3.0,coordination,stimul,25.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Крепость из снега строишь я и ты.,2.736842105263158,3.0,coordination,stimul,30.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Гречку на костре варим ты и я.,5.684210526315789,6.0,coordination,stimul,13.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Реквизит для спектакля готовим ты и я.,4.769230769230769,5.0,coordination,stimul,3.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Подарок для подруги передаём ты и я.,4.5,4.0,coordination,stimul,2.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Стены под покраску ровняешь ты и я.,2.6666666666666665,3.0,coordination,stimul,21.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Участок под огород арендуют я и ты.,2.9285714285714284,3.0,coordination,stimul,22.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Переезд за границу намечаешь ты и я.,2.857142857142857,3.0,coordination,stimul,26.0,"you_I, 2sg",you_I,2sg
Belova_2022_1,Диван в гараж отвозят ты и я.,2.7142857142857144,3.0,coordination,stimul,17.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Машину из сервиса забирают я и ты.,2.736842105263158,3.0,coordination,stimul,29.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Машину из сервиса забираем ты и я.,4.5,4.0,coordination,stimul,29.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Письма и открыток отправили Арсений.,1.6717557251908397,2.0,bad,filler,,bad,,
Belova_2022_1,На сцену подрался гитарист и ударник.,1.83206106870229,2.0,bad,filler,,bad,,
Belova_2022_1,Долги за семестр закрывают ты и я.,2.4,2.0,coordination,stimul,27.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Штрафы за парковку платим я и ты.,4.583333333333333,5.0,coordination,stimul,28.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Долги за семестр закрываем ты и я.,4.421052631578948,4.0,coordination,stimul,27.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Грядку под редис копаю ты и я.,2.466666666666667,2.0,coordination,stimul,24.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Стены под покраску ровняешь я и ты.,2.5789473684210527,3.0,coordination,stimul,21.0,"I_you, 2sg",I_you,2sg
Belova_2022_1,Письмо от ректора читаю ты и я.,2.7142857142857144,3.0,coordination,stimul,11.0,"you_I, 1sg",you_I,1sg
Belova_2022_1,Грядку под редис копаем ты и я.,5.333333333333333,5.0,coordination,stimul,24.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Крепость из снега строят ты и я.,3.0,3.0,coordination,stimul,30.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Цепочку у ломбарда выкупают ты и я.,1.9285714285714288,2.0,coordination,stimul,8.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Письмо от ректора читаем я и ты.,4.975,5.0,coordination,stimul,11.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Вечер у соседей провожу я и ты.,2.857142857142857,3.0,coordination,stimul,6.0,"I_you, 1sg",I_you,1sg
Belova_2022_1,Шкафчик для посуды чинят ты и я.,2.7333333333333334,3.0,coordination,stimul,4.0,"you_I, 3pl",you_I,3pl
Belova_2022_1,Цепочку у ломбарда выкупают я и ты.,2.533333333333333,3.0,coordination,stimul,8.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Заявление на увольнение пишем я и ты.,5.0,5.0,coordination,stimul,15.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Гречку на костре варят я и ты.,2.9285714285714284,3.0,coordination,stimul,13.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Стены под покраску ровняют я и ты.,3.0,3.0,coordination,stimul,21.0,"I_you, 3pl",I_you,3pl
Belova_2022_1,Цепочку у ломбарда выкупаем ты и я.,3.6875,4.0,coordination,stimul,8.0,"you_I, 1pl",you_I,1pl
Belova_2022_1,Снежинки из бумаги вырезаем я и ты.,5.2631578947368425,5.0,coordination,stimul,32.0,"I_you, 1pl",I_you,1pl
Belova_2022_1,Билет на самолёт берёшь ты и я.,3.2666666666666666,3.0,coordination,stimul,14.0,"you_I, 2sg",you_I,2sg
