author,sentence,response,response_round,subtype,type,lexicalization,condition,conj_order,verb_agreement
Belova_2022_2,Даня и Настя случайно разбили новый аквариум.,6.519607843137255,7.0,good,filler,,good,,
Belova_2022_2,Ты и я берут билет на самолёт.,2.857142857142857,3.0,coordination,stimul,14.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты чистим сапоги от грязи.,5.285714285714286,5.0,coordination,stimul,9.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты сдаёшь коробки в макулатуру.,1.8461538461538465,2.0,coordination,stimul,19.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я передаю подарок для подруги.,2.363636363636364,2.0,coordination,stimul,2.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я платишь штрафы за парковку.,2.272727272727273,2.0,coordination,stimul,28.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты закрываешь долги за семестр.,1.8461538461538465,2.0,coordination,stimul,27.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я чистят сапоги от грязи.,2.75,3.0,coordination,stimul,9.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты пишут заявление на увольнение.,2.5,2.0,coordination,stimul,15.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты плачу штрафы за парковку.,2.0,2.0,coordination,stimul,28.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я вносят аванс за квартиру.,3.866666666666666,4.0,coordination,stimul,25.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я отмываем духовку от жира.,3.7,4.0,coordination,stimul,10.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты чистишь сапоги от грязи.,2.230769230769231,2.0,coordination,stimul,9.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я выкупаем цепочку у ломбарда.,3.7857142857142856,4.0,coordination,stimul,8.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты выкупают цепочку у ломбарда.,2.3076923076923075,2.0,coordination,stimul,8.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты ищу ключи от квартиры.,2.7857142857142856,3.0,coordination,stimul,12.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты чинишь шкафчик для посуды.,3.4,3.0,coordination,stimul,4.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты намечают переезд за границу.,2.4615384615384617,2.0,coordination,stimul,26.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты проводим вечер у соседей.,4.333333333333333,4.0,coordination,stimul,6.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я берёшь билет на самолёт.,1.6153846153846154,2.0,coordination,stimul,14.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Кира и Галя отправила свои стихи в районной газеты.,2.0980392156862746,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я вкладываешь деньги в акции.,2.4166666666666665,2.0,coordination,stimul,20.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты варю гречку на костре.,2.2,2.0,coordination,stimul,13.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты вкладывают деньги в акции.,4.111111111111111,4.0,coordination,stimul,20.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты ищешь ключи от квартиры.,1.8,2.0,coordination,stimul,12.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Школа провели родительский собрание и экзамены.,1.8137254901960784,2.0,bad,filler,,bad,,
Belova_2022_2,Тромбоны и гобои настроилась перед балет.,1.7647058823529411,2.0,bad,filler,,bad,,
Belova_2022_2,Аня и Петя досмотрел хороший сериал про пираты.,1.9705882352941173,2.0,bad,filler,,bad,,
Belova_2022_2,Я и ты чиню шкафчик для посуды.,2.0,2.0,coordination,stimul,4.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты снимаем комнату у метро.,3.9,4.0,coordination,stimul,5.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я передаёшь подарок для подруги.,2.0,2.0,coordination,stimul,2.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты платим штрафы за парковку.,4.785714285714286,5.0,coordination,stimul,28.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Рита и Марина только что сварили кофе в турке.,6.323529411764706,6.0,good,filler,,good,,
Belova_2022_2,Ты и я забираю машину из сервиса.,2.090909090909091,2.0,coordination,stimul,29.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты пишу заявление на увольнение.,2.636363636363636,3.0,coordination,stimul,15.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я снимают комнату у метро.,2.857142857142857,3.0,coordination,stimul,5.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я строят крепость из снега.,2.5384615384615383,3.0,coordination,stimul,30.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты строим крепость из снега.,4.615384615384615,5.0,coordination,stimul,30.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я подбираю галстук под пиджак.,2.5,2.0,coordination,stimul,23.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я арендуют участок под огород.,2.8461538461538463,3.0,coordination,stimul,22.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я берём билет на самолёт.,4.357142857142857,4.0,coordination,stimul,14.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты выкупаю цепочку у ломбарда.,2.0,2.0,coordination,stimul,8.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Яна пересадила в горшки астрами и фиалки.,2.5392156862745097,3.0,good,filler,,good,,
Belova_2022_2,Я и ты планирую поездку на дачу.,2.5,2.0,coordination,stimul,16.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я арендую участок под огород.,2.7142857142857144,3.0,coordination,stimul,22.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я сдаю коробки в макулатуру.,3.533333333333333,4.0,coordination,stimul,19.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я готовлю перекус из овощей.,2.230769230769231,2.0,coordination,stimul,31.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты чистят сапоги от грязи.,3.071428571428572,3.0,coordination,stimul,9.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты варим гречку на костре.,5.214285714285714,5.0,coordination,stimul,13.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты проводишь вечер у соседей.,2.1666666666666665,2.0,coordination,stimul,6.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я готовишь перекус из овощей.,2.769230769230769,3.0,coordination,stimul,31.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты передаём подарок для подруги.,4.0,4.0,coordination,stimul,2.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я отвозишь диван в гараж.,2.7333333333333334,3.0,coordination,stimul,17.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я чистишь сапоги от грязи.,2.363636363636364,2.0,coordination,stimul,9.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты встречают рассвет у озера.,2.923076923076923,3.0,coordination,stimul,7.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Саша подарил по букету маме и сестре.,6.254901960784314,6.0,good,filler,,good,,
Belova_2022_2,Я и ты копают грядку под редис.,2.857142857142857,3.0,coordination,stimul,24.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты ровняешь стены под покраску.,2.1,2.0,coordination,stimul,21.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я ищем ключи от квартиры.,4.727272727272728,5.0,coordination,stimul,12.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я снимаешь комнату у метро.,1.9230769230769231,2.0,coordination,stimul,5.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я сдаёшь коробки в макулатуру.,2.5454545454545454,3.0,coordination,stimul,19.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты готовишь перекус из овощей.,3.466666666666667,3.0,coordination,stimul,31.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я забирают машину из сервиса.,2.142857142857143,2.0,coordination,stimul,29.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я строю крепость из снега.,2.6666666666666665,3.0,coordination,stimul,30.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Петя и Женя нашли в подъезде котёнка.,6.627450980392157,7.0,good,filler,,good,,
Belova_2022_2,Ты и я передают подарок для подруги.,2.357142857142857,2.0,coordination,stimul,2.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты подбираю галстук под пиджак.,3.6666666666666665,4.0,coordination,stimul,23.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты отмываем духовку от жира.,5.142857142857143,5.0,coordination,stimul,10.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я копаешь грядку под редис.,2.357142857142857,2.0,coordination,stimul,24.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Марина предложила гостям кофе и шарлотку.,6.323529411764706,6.0,good,filler,,good,,
Belova_2022_2,Я и ты пишем заявление на увольнение.,4.866666666666666,5.0,coordination,stimul,15.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты подбираем галстук под пиджак.,5.6,6.0,coordination,stimul,23.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Стас и Лёша смастерила кормушкой для птиц.,1.7058823529411764,2.0,bad,filler,,bad,,
Belova_2022_2,Я и ты строят крепость из снега.,3.933333333333333,4.0,coordination,stimul,30.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты вырезаем снежинки из бумаги.,4.8,5.0,coordination,stimul,32.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я снимаю комнату у метро.,2.3846153846153846,2.0,coordination,stimul,5.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты намечаю переезд за границу.,2.571428571428572,3.0,coordination,stimul,26.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Костя и Денис на рыбалке поймали щуку.,6.490196078431373,6.0,good,filler,,good,,
Belova_2022_2,Ты и я планирую поездку на дачу.,2.571428571428572,3.0,coordination,stimul,16.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я вносишь аванс за квартиру.,2.3,2.0,coordination,stimul,25.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты отвозим диван в гараж.,5.916666666666667,6.0,coordination,stimul,17.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я намечают переезд за границу.,3.090909090909091,3.0,coordination,stimul,26.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты копаю грядку под редис.,2.8181818181818183,3.0,coordination,stimul,24.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты беру билет на самолёт.,3.0,3.0,coordination,stimul,14.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты отдаём книги в библиотеку.,4.357142857142857,4.0,coordination,stimul,18.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты планируешь поездку на дачу.,2.0,2.0,coordination,stimul,16.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты отдают книги в библиотеку.,2.7142857142857144,3.0,coordination,stimul,18.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты покупают телевизор для бабушки.,2.357142857142857,2.0,coordination,stimul,1.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты выкупаешь цепочку у ломбарда.,2.230769230769231,2.0,coordination,stimul,8.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты вносишь аванс за квартиру.,2.4285714285714284,2.0,coordination,stimul,25.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я варим гречку на костре.,5.75,6.0,coordination,stimul,13.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я планируем поездку на дачу.,4.615384615384615,5.0,coordination,stimul,16.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я готовим реквизит для спектакля.,5.2,5.0,coordination,stimul,3.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Наташа сводила детей в цирк и в зоопарк.,6.362745098039215,6.0,good,filler,,good,,
Belova_2022_2,Я и ты вносят аванс за квартиру.,2.6153846153846154,3.0,coordination,stimul,25.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Аркадий заехал в магазину и на работой.,1.6764705882352942,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я вырезаем снежинки из бумаги.,4.571428571428571,5.0,coordination,stimul,32.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я вкладываем деньги в акции.,5.066666666666666,5.0,coordination,stimul,20.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты вкладываем деньги в акции.,4.461538461538462,4.0,coordination,stimul,20.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты планируем поездку на дачу.,5.0,5.0,coordination,stimul,16.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Ты и я отвозят диван в гараж.,2.8181818181818183,3.0,coordination,stimul,17.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты готовят реквизит для спектакля.,3.2,3.0,coordination,stimul,3.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты ищут ключи от квартиры.,3.4,3.0,coordination,stimul,12.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты закрываем долги за семестр.,5.428571428571429,5.0,coordination,stimul,27.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты читаешь письмо от ректора.,2.571428571428572,3.0,coordination,stimul,11.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я проводим вечер у соседей.,4.333333333333333,4.0,coordination,stimul,6.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты готовишь реквизит для спектакля.,1.7,2.0,coordination,stimul,3.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я платят штрафы за парковку.,3.0,3.0,coordination,stimul,28.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я встречают рассвет у озера.,3.466666666666667,3.0,coordination,stimul,7.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я беру билет на самолёт.,2.4615384615384617,2.0,coordination,stimul,14.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты сдаю коробки в макулатуру.,2.769230769230769,3.0,coordination,stimul,19.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты вкладываешь деньги в акции.,2.7142857142857144,3.0,coordination,stimul,20.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты выкупаем цепочку у ломбарда.,4.727272727272728,5.0,coordination,stimul,8.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты арендуют участок под огород.,2.727272727272727,3.0,coordination,stimul,22.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты встречаешь рассвет у озера.,1.9285714285714288,2.0,coordination,stimul,7.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты ровняют стены под покраску.,3.533333333333333,4.0,coordination,stimul,21.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я варишь гречку на костре.,2.3076923076923075,2.0,coordination,stimul,13.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты строю крепость из снега.,2.642857142857143,3.0,coordination,stimul,30.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я покупаем телевизор для бабушки.,3.8,4.0,coordination,stimul,1.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я встречаем рассвет у озера.,5.307692307692308,5.0,coordination,stimul,7.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я снимаем комнату у метро.,5.285714285714286,5.0,coordination,stimul,5.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты отмываешь духовку от жира.,2.5,2.0,coordination,stimul,10.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты готовлю перекус из овощей.,2.7,3.0,coordination,stimul,31.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты отдаю книги в библиотеку.,2.6923076923076925,3.0,coordination,stimul,18.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я вкладываю деньги в акции.,2.5454545454545454,3.0,coordination,stimul,20.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я планируют поездку на дачу.,3.533333333333333,4.0,coordination,stimul,16.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Журналист записала интервью и репортажа.,2.450980392156863,2.0,bad,filler,,bad,,
Belova_2022_2,Ты и я чиним шкафчик для посуды.,5.2,5.0,coordination,stimul,4.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Ты и я проводят вечер у соседей.,2.2,2.0,coordination,stimul,6.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты покупаю телевизор для бабушки.,2.75,3.0,coordination,stimul,1.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Катя и Федя на ужин запекли картошку в духовке.,6.392156862745098,6.0,good,filler,,good,,
Belova_2022_2,Ты и я ищу ключи от квартиры.,1.9166666666666667,2.0,coordination,stimul,12.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Бабушка сделала прически мне и Любе.,5.941176470588236,6.0,good,filler,,good,,
Belova_2022_2,Я и ты передают подарок для подруги.,2.4,2.0,coordination,stimul,2.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я ровняем стены под покраску.,5.6,6.0,coordination,stimul,21.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты вырезают снежинки из бумаги.,3.1666666666666665,3.0,coordination,stimul,32.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я забираешь машину из сервиса.,2.083333333333333,2.0,coordination,stimul,29.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я читаю письмо от ректора.,2.636363636363636,3.0,coordination,stimul,11.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты сдаём коробки в макулатуру.,4.785714285714286,5.0,coordination,stimul,19.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты планируют поездку на дачу.,2.3076923076923075,2.0,coordination,stimul,16.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я выкупаешь цепочку у ломбарда.,2.6666666666666665,3.0,coordination,stimul,8.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я чиню шкафчик для посуды.,2.142857142857143,2.0,coordination,stimul,4.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Маша и Дима в четверг прогуляли все уроки.,6.480392156862745,6.0,good,filler,,good,,
Belova_2022_2,Ты и я планируешь поездку на дачу.,1.9,2.0,coordination,stimul,16.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты провожу вечер у соседей.,3.090909090909091,3.0,coordination,stimul,6.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я выкупаю цепочку у ломбарда.,1.5,2.0,coordination,stimul,8.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты пишешь заявление на увольнение.,2.0,2.0,coordination,stimul,15.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты готовлю реквизит для спектакля.,2.857142857142857,3.0,coordination,stimul,3.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты копаешь грядку под редис.,2.833333333333333,3.0,coordination,stimul,24.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я копают грядку под редис.,2.3,2.0,coordination,stimul,24.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты отмывают духовку от жира.,3.3076923076923075,3.0,coordination,stimul,10.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я отмываешь духовку от жира.,2.363636363636364,2.0,coordination,stimul,10.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я готовлю реквизит для спектакля.,2.083333333333333,2.0,coordination,stimul,3.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты готовят перекус из овощей.,2.909090909090909,3.0,coordination,stimul,31.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я подбираешь галстук под пиджак.,2.076923076923077,2.0,coordination,stimul,23.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты забираешь машину из сервиса.,2.357142857142857,2.0,coordination,stimul,29.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я арендуем участок под огород.,5.583333333333333,6.0,coordination,stimul,22.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Лера и Артём не подобрала шторы к диваном.,1.7058823529411764,2.0,bad,filler,,bad,,
Belova_2022_2,Я и ты ровняю стены под покраску.,3.142857142857143,3.0,coordination,stimul,21.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я намечаю переезд за границу.,1.7,2.0,coordination,stimul,26.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Ты и я передаём подарок для подруги.,4.8,5.0,coordination,stimul,2.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты варишь гречку на костре.,3.066666666666667,3.0,coordination,stimul,13.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Я и ты ищем ключи от квартиры.,5.230769230769231,5.0,coordination,stimul,12.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты забирают машину из сервиса.,2.4,2.0,coordination,stimul,29.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Я и ты забираем машину из сервиса.,4.6923076923076925,5.0,coordination,stimul,29.0,"I_you, 1pl",I_you,1pl
Belova_2022_2,Я и ты закрывают долги за семестр.,3.071428571428572,3.0,coordination,stimul,27.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я готовят реквизит для спектакля.,2.75,3.0,coordination,stimul,3.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты вкладываю деньги в акции.,2.8461538461538463,3.0,coordination,stimul,20.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Я и ты намечаешь переезд за границу.,2.4615384615384617,2.0,coordination,stimul,26.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я ищут ключи от квартиры.,2.3846153846153846,2.0,coordination,stimul,12.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Я и ты берут билет на самолёт.,2.833333333333333,3.0,coordination,stimul,14.0,"I_you, 3pl",I_you,3pl
Belova_2022_2,Ты и я готовим перекус из овощей.,5.333333333333333,5.0,coordination,stimul,31.0,"you_I, 1pl",you_I,1pl
Belova_2022_2,Я и ты чищу сапоги от грязи.,2.3076923076923075,2.0,coordination,stimul,9.0,"I_you, 1sg",I_you,1sg
Belova_2022_2,Ты и я закрывают долги за семестр.,3.083333333333333,3.0,coordination,stimul,27.0,"you_I, 3pl",you_I,3pl
Belova_2022_2,Ты и я намечаешь переезд за границу.,3.2,3.0,coordination,stimul,26.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Ты и я встречаю рассвет у озера.,2.642857142857143,3.0,coordination,stimul,7.0,"you_I, 1sg",you_I,1sg
Belova_2022_2,Я и ты передаёшь подарок для подруги.,2.2857142857142856,2.0,coordination,stimul,2.0,"I_you, 2sg",I_you,2sg
Belova_2022_2,Ты и я отдаёшь книги в библиотеку.,2.090909090909091,2.0,coordination,stimul,18.0,"you_I, 2sg",you_I,2sg
Belova_2022_2,Я и ты читаю письмо от ректора.,2.769230769230769,3.0,coordination,stimul,11.0,"I_you, 1sg",I_you,1sg
