sentence,response,group,sentence_id,lexicalization,conjunction,agreement,filler_type,type,response_round,condition
"Или я, или Вася проведут это экстренное совещание.",2.6,H,8,1,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Вася проведём это экстренное совещание.",4.7,F,6,1,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Вася проведёт это экстренное совещание.",2.7,G,7,1,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Влад покрасим этот новый забор.",4.8,B,166,21,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Влад покрасит этот новый забор.",3.2,C,167,21,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Влад покрасят этот новый забор.",4.1,D,168,21,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Влад покрашу этот новый забор.",2.4,A,165,21,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Вова спою эту весёлую песню.",2.9,G,21,3,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Вова споют эту весёлую песню.",3.2,B,24,3,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Вова споём эту весёлую песню.",4.1,H,22,3,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Вова споёт эту весёлую песню.",4.3,A,23,3,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Гена раскроем это подлое преступление.",5.7,D,182,23,or_or,1pl,,stimul,6.0,"1pl, or_or"
"Или я, или Гена раскроет это подлое преступление.",3.7,E,183,23,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Гена раскрою это подлое преступление.",2.5,C,181,23,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Гена раскроют это подлое преступление.",3.0,F,184,23,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Гоша начну этот непростой разговор.",1.6,H,221,28,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Гоша начнут этот непростой разговор.",3.4,C,224,28,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Гоша начнём этот непростой разговор.",4.3,A,222,28,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Гоша начнёт этот непростой разговор.",2.7,B,223,28,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Гриша переведу эту английскую фразу.",2.6,E,197,25,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Гриша переведут эту английскую фразу.",2.3,H,200,25,or_or,3pl,,stimul,2.0,"3pl, or_or"
"Или я, или Гриша переведём эту английскую фразу.",4.5,F,198,25,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Гриша переведёт эту английскую фразу.",3.4,G,199,25,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Дима послушаем это голосовое сообщение.",4.5,B,38,5,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Дима послушает это голосовое сообщение.",3.6,C,39,5,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Дима послушаю это голосовое сообщение.",3.5,A,37,5,or_or,1sg,,stimul,4.0,"1sg, or_or"
"Или я, или Дима послушают это голосовое сообщение.",3.3,D,40,5,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Егор прочитаем эту вводную лекцию.",4.1,C,46,6,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Егор прочитает эту вводную лекцию.",5.0,D,47,6,or_or,3sg,,stimul,5.0,"3sg, or_or"
"Или я, или Егор прочитаю эту вводную лекцию.",2.1,B,45,6,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Егор прочитают эту вводную лекцию.",3.5,E,48,6,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Игорь совершат это далёкое путешествие.",4.5,D,104,13,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Игорь совершим это далёкое путешествие.",3.8,B,102,13,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Игорь совершит это далёкое путешествие.",3.0,C,103,13,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Игорь совершу это далёкое путешествие.",3.3,A,101,13,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Илья выполним это срочное задание.",5.6,D,54,7,or_or,1pl,,stimul,6.0,"1pl, or_or"
"Или я, или Илья выполнит это срочное задание.",4.6,E,55,7,or_or,3sg,,stimul,5.0,"3sg, or_or"
"Или я, или Илья выполню это срочное задание.",3.3,C,53,7,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Илья выполнят это срочное задание.",2.555555555555556,F,56,7,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Кирилл прополем эту капустную грядку.",4.7,G,78,10,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Кирилл прополет эту капустную грядку.",3.2,H,79,10,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Кирилл прополю эту капустную грядку.",2.5,F,77,10,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Кирилл прополют эту капустную грядку.",4.1,A,80,10,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Костя расскажем эту интересную историю.",4.666666666666667,F,63,8,or_or,3sg,,stimul,5.0,"3sg, or_or"
"Или я, или Костя расскажет эту интересную историю.",3.5,E,62,8,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Костя расскажу эту интересную историю.",3.1,D,61,8,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Костя расскажут эту интересную историю.",3.4444444444444446,G,64,8,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Лёва произнесу эту торжественную речь.",1.8,B,237,30,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Лёва произнесут эту торжественную речь.",4.666666666666667,E,240,30,or_or,3pl,,stimul,5.0,"3pl, or_or"
"Или я, или Лёва произнесём эту торжественную речь.",4.6,C,238,30,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Лёва произнесёт эту торжественную речь.",3.6,D,239,30,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Лёва решат эту сложную задачу.",4.3,B,88,11,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Лёва решим эту сложную задачу.",3.1,H,86,11,or_or,1pl,,stimul,3.0,"1pl, or_or"
"Или я, или Лёва решит эту сложную задачу.",4.7,A,87,11,or_or,3sg,,stimul,5.0,"3sg, or_or"
"Или я, или Лёва решу эту сложную задачу.",2.8,G,85,11,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Максим приобрету этот старинный дом.",1.7,B,173,22,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Максим приобретут этот старинный дом.",3.7,E,176,22,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Максим приобретём этот старинный дом.",4.6,C,174,22,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Максим приобретёт этот старинный дом.",3.2,D,175,22,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Митя составим этот длинный список.",4.1,B,230,29,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Митя составит этот длинный список.",3.3,C,231,29,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Митя составлю этот длинный список.",3.0,A,229,29,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Митя составят этот длинный список.",3.5,D,232,29,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Миша исправим эту случайную ошибку.",5.666666666666667,D,246,31,or_or,1pl,,stimul,6.0,"1pl, or_or"
"Или я, или Миша исправит эту случайную ошибку.",3.3,E,247,31,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Миша исправлю эту случайную ошибку.",2.6,C,245,31,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Миша исправят эту случайную ошибку.",2.7,F,248,31,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Никита внесу этот небольшой аванс.",3.3,B,109,14,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Никита внесут этот небольшой аванс.",3.9,E,112,14,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Никита внесём этот небольшой аванс.",4.5,C,110,14,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Никита внесёт этот небольшой аванс.",3.8,D,111,14,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Никита побелим этот высокий потолок.",4.8,A,158,20,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Никита побелит этот высокий потолок.",2.6,B,159,20,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Никита побелю этот высокий потолок.",2.571428571428572,H,157,20,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Никита побелят этот высокий потолок.",2.888888888888889,C,160,20,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Олег подпишем это деловое соглашение.",4.8,F,134,17,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Олег подпишет это деловое соглашение.",3.6,G,135,17,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Олег подпишу это деловое соглашение.",2.5,E,133,17,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Олег подпишут это деловое соглашение.",2.8,H,136,17,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Паша посетим этот научный семинар.",4.6,E,126,16,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Паша посетит этот научный семинар.",3.4,F,127,16,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Паша посетят этот научный семинар.",3.5,G,128,16,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Паша посещу этот научный семинар.",2.8,D,125,16,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Петя поднимем этот важный вопрос.",5.3,D,118,15,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Петя поднимет этот важный вопрос.",3.5,E,119,15,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Петя подниму этот важный вопрос.",2.5,C,117,15,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Петя поднимут этот важный вопрос.",3.3,F,120,15,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Саша отнесу это тяжёлое ведро.",2.6,D,253,32,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Саша отнесут это тяжёлое ведро.",3.111111111111111,G,256,32,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Саша отнесём это тяжёлое ведро.",4.8,E,254,32,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Саша отнесёт это тяжёлое ведро.",2.5,F,255,32,or_or,3sg,,stimul,2.0,"3sg, or_or"
"Или я, или Слава купим эту известную картину.",4.5,H,150,19,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Слава купит эту известную картину.",4.6,A,151,19,or_or,3sg,,stimul,5.0,"3sg, or_or"
"Или я, или Слава куплю эту известную картину.",2.6,G,149,19,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Слава купят эту известную картину.",2.2,B,152,19,or_or,3pl,,stimul,2.0,"3pl, or_or"
"Или я, или Стёпа исполним эту оперную арию.",5.222222222222222,A,30,4,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Стёпа исполнит эту оперную арию.",2.7,B,31,4,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Стёпа исполню эту оперную арию.",2.6,H,29,4,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Стёпа исполнят эту оперную арию.",2.888888888888889,C,32,4,or_or,3pl,,stimul,3.0,"3pl, or_or"
"Или я, или Федя выиграем этот теннисный турнир.",4.2,G,206,26,or_or,1pl,,stimul,4.0,"1pl, or_or"
"Или я, или Федя выиграет этот теннисный турнир.",3.6,H,207,26,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Федя выиграю этот теннисный турнир.",2.8,F,205,26,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Федя выиграют этот теннисный турнир.",4.0,A,208,26,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Юра устроим этот детский праздник.",4.8,A,94,12,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Юра устроит этот детский праздник.",2.8,B,95,12,or_or,3sg,,stimul,3.0,"3sg, or_or"
"Или я, или Юра устрою этот детский праздник.",2.2,H,93,12,or_or,1sg,,stimul,2.0,"1sg, or_or"
"Или я, или Юра устроят этот детский праздник.",3.5,C,96,12,or_or,3pl,,stimul,4.0,"3pl, or_or"
"Или я, или Яша закажем этот дорогой десерт.",4.666666666666667,E,190,24,or_or,1pl,,stimul,5.0,"1pl, or_or"
"Или я, или Яша закажет этот дорогой десерт.",3.7,F,191,24,or_or,3sg,,stimul,4.0,"3sg, or_or"
"Или я, или Яша закажу этот дорогой десерт.",3.1,D,189,24,or_or,1sg,,stimul,3.0,"1sg, or_or"
"Или я, или Яша закажут этот дорогой десерт.",3.4,G,192,24,or_or,3pl,,stimul,3.0,"3pl, or_or"
Я или Андрей увидим этот кукольный спектакль.,4.7,C,10,2,or,1pl,,stimul,5.0,"1pl, or"
Я или Андрей увидит этот кукольный спектакль.,3.6,D,11,2,or,3sg,,stimul,4.0,"3sg, or"
Я или Андрей увидят этот кукольный спектакль.,3.0,E,12,2,or,3pl,,stimul,3.0,"3pl, or"
Я или Андрей увижу этот кукольный спектакль.,2.3,B,9,2,or,1sg,,stimul,2.0,"1sg, or"
Я или Боря закончат эту шахматную партию.,3.0,F,212,27,or,3pl,,stimul,3.0,"3pl, or"
Я или Боря закончим эту шахматную партию.,5.8,D,210,27,or,1pl,,stimul,6.0,"1pl, or"
Я или Боря закончит эту шахматную партию.,3.2,E,211,27,or,3sg,,stimul,3.0,"3sg, or"
Я или Боря закончу эту шахматную партию.,3.3,C,209,27,or,1sg,,stimul,3.0,"1sg, or"
Я или Вадим соберу этот нужный материал.,4.0,A,65,9,or,1sg,,stimul,4.0,"1sg, or"
Я или Вадим соберут этот нужный материал.,4.2,D,68,9,or,3pl,,stimul,4.0,"3pl, or"
Я или Вадим соберём этот нужный материал.,4.666666666666667,B,66,9,or,1pl,,stimul,5.0,"1pl, or"
Я или Вадим соберёт этот нужный материал.,3.3,C,67,9,or,3sg,,stimul,3.0,"3sg, or"
Я или Ваня отправим это заказное письмо.,4.9,C,138,18,or,1pl,,stimul,5.0,"1pl, or"
Я или Ваня отправит это заказное письмо.,3.5,D,139,18,or,3sg,,stimul,4.0,"3sg, or"
Я или Ваня отправлю это заказное письмо.,2.1,B,137,18,or,1sg,,stimul,2.0,"1sg, or"
Я или Ваня отправят это заказное письмо.,3.3,E,140,18,or,3pl,,stimul,3.0,"3pl, or"
Я или Вася проведу это экстренное совещание.,4.0,A,1,1,or,1sg,,stimul,4.0,"1sg, or"
Я или Вася проведут это экстренное совещание.,3.9,D,4,1,or,3pl,,stimul,4.0,"3pl, or"
Я или Вася проведём это экстренное совещание.,3.125,B,2,1,or,1pl,,stimul,3.0,"1pl, or"
Я или Вася проведёт это экстренное совещание.,3.3,C,3,1,or,3sg,,stimul,3.0,"3sg, or"
Я или Влад покрасим этот новый забор.,4.666666666666667,F,162,21,or,1pl,,stimul,5.0,"1pl, or"
Я или Влад покрасит этот новый забор.,3.3,G,163,21,or,3sg,,stimul,3.0,"3sg, or"
Я или Влад покрасят этот новый забор.,2.8,H,164,21,or,3pl,,stimul,3.0,"3pl, or"
Я или Влад покрашу этот новый забор.,2.1,E,161,21,or,1sg,,stimul,2.0,"1sg, or"
Я или Вова спою эту весёлую песню.,3.7,C,17,3,or,1sg,,stimul,4.0,"1sg, or"
Я или Вова споют эту весёлую песню.,2.4,F,20,3,or,3pl,,stimul,2.0,"3pl, or"
Я или Вова споём эту весёлую песню.,4.7,D,18,3,or,1pl,,stimul,5.0,"1pl, or"
Я или Вова споёт эту весёлую песню.,3.1,E,19,3,or,3sg,,stimul,3.0,"3sg, or"
Я или Гена раскроем это подлое преступление.,5.1,H,178,23,or,1pl,,stimul,5.0,"1pl, or"
Я или Гена раскроет это подлое преступление.,4.2,A,179,23,or,3sg,,stimul,4.0,"3sg, or"
Я или Гена раскрою эту подлое преступление.,2.0,G,177,23,or,1sg,,stimul,2.0,"1sg, or"
Я или Гена раскроют это подлое преступление.,2.9,B,180,23,or,3pl,,stimul,3.0,"3pl, or"
Я или Гоша начну этот непростой разговор.,3.5,D,217,28,or,1sg,,stimul,4.0,"1sg, or"
Я или Гоша начнут этот непростой разговор.,3.6,G,220,28,or,3pl,,stimul,4.0,"3pl, or"
Я или Гоша начнём этот непростой разговор.,5.6,E,218,28,or,1pl,,stimul,6.0,"1pl, or"
Я или Гоша начнёт этот непростой разговор.,2.6666666666666665,F,219,28,or,3sg,,stimul,3.0,"3sg, or"
Я или Гриша переведу эту английскую фразу.,3.2,A,193,25,or,1sg,,stimul,3.0,"1sg, or"
Я или Гриша переведут эту английскую фразу.,3.7,D,196,25,or,3pl,,stimul,4.0,"3pl, or"
Я или Гриша переведём эту английскую фразу.,3.2,B,194,25,or,1pl,,stimul,3.0,"1pl, or"
Я или Гриша переведёт эту английскую фразу.,4.0,C,195,25,or,3sg,,stimul,4.0,"3sg, or"
Я или Дима послушаем это голосовое сообщение.,4.7,F,34,5,or,1pl,,stimul,5.0,"1pl, or"
Я или Дима послушает это голосовое сообщение.,4.1,G,35,5,or,3sg,,stimul,4.0,"3sg, or"
Я или Дима послушаю это голосовое сообщение.,3.2222222222222223,E,33,5,or,1sg,,stimul,3.0,"1sg, or"
Я или Дима послушают это голосовое сообщение.,3.1,H,36,5,or,3pl,,stimul,3.0,"3pl, or"
Я или Егор прочитаем эту вводную лекцию.,5.2,G,42,6,or,1pl,,stimul,5.0,"1pl, or"
Я или Егор прочитает эту вводную лекцию.,3.7777777777777777,H,43,6,or,3sg,,stimul,4.0,"3sg, or"
Я или Егор прочитаю эту вводную лекцию.,2.6,F,41,6,or,1sg,,stimul,3.0,"1sg, or"
Я или Егор прочитают эту вводную лекцию.,3.8,A,44,6,or,3pl,,stimul,4.0,"3pl, or"
Я или Игорь совершат это далёкое путешествие.,2.3,H,100,13,or,3pl,,stimul,2.0,"3pl, or"
Я или Игорь совершим это далёкое путешествие.,4.7,F,98,13,or,1pl,,stimul,5.0,"1pl, or"
Я или Игорь совершит это далёкое путешествие.,3.7777777777777777,G,99,13,or,3sg,,stimul,4.0,"3sg, or"
Я или Игорь совершу это далёкое путешествие.,2.571428571428572,E,97,13,or,1sg,,stimul,3.0,"1sg, or"
Я или Илья выполним это срочное задание.,4.9,H,50,7,or,1pl,,stimul,5.0,"1pl, or"
Я или Илья выполнит это срочное задание.,4.3,A,51,7,or,3sg,,stimul,4.0,"3sg, or"
Я или Илья выполню это срочное задание.,4.0,G,49,7,or,1sg,,stimul,4.0,"1sg, or"
Я или Илья выполнят это срочное задание.,3.25,B,52,7,or,3pl,,stimul,3.0,"3pl, or"
Я или Кирилл прополем эту капустную грядку.,4.8,C,74,10,or,1pl,,stimul,5.0,"1pl, or"
Я или Кирилл прополет эту капустную грядку.,4.1,D,75,10,or,3sg,,stimul,4.0,"3sg, or"
Я или Кирилл прополю эту капустную грядку.,2.333333333333333,B,73,10,or,1sg,,stimul,2.0,"1sg, or"
Я или Кирилл прополют эту капустную грядку.,4.0,E,76,10,or,3pl,,stimul,4.0,"3pl, or"
Я или Костя расскажем эту интересную историю.,4.6,A,58,8,or,1pl,,stimul,5.0,"1pl, or"
Я или Костя расскажет эту интересную историю.,1.9,B,59,8,or,3sg,,stimul,2.0,"3sg, or"
Я или Костя расскажу эту интересную историю.,2.555555555555556,H,57,8,or,1sg,,stimul,3.0,"1sg, or"
Я или Костя расскажут эту интересную историю.,3.9,C,60,8,or,3pl,,stimul,4.0,"3pl, or"
Я или Лёва произнесу эту торжественную речь.,2.4,F,233,30,or,1sg,,stimul,2.0,"1sg, or"
Я или Лёва произнесут эту торжественную речь.,3.9,A,236,30,or,3pl,,stimul,4.0,"3pl, or"
Я или Лёва произнесём эту торжественную речь.,4.8,G,234,30,or,1pl,,stimul,5.0,"1pl, or"
Я или Лёва произнесёт эту торжественную речь.,3.6,H,235,30,or,3sg,,stimul,4.0,"3sg, or"
Я или Лёва решат эту сложную задачу.,2.7,F,84,11,or,3pl,,stimul,3.0,"3pl, or"
Я или Лёва решим эту сложную задачу.,5.1,D,82,11,or,1pl,,stimul,5.0,"1pl, or"
Я или Лёва решит эту сложную задачу.,3.2,E,83,11,or,3sg,,stimul,3.0,"3sg, or"
Я или Лёва решу эту сложную задачу.,2.4444444444444446,C,81,11,or,1sg,,stimul,2.0,"1sg, or"
Я или Максим приобрету этот старинный дом.,2.0,F,169,22,or,1sg,,stimul,2.0,"1sg, or"
Я или Максим приобретут этот старинный дом.,4.5,A,172,22,or,3pl,,stimul,4.0,"3pl, or"
Я или Максим приобретём этот старинный дом.,4.7,G,170,22,or,1pl,,stimul,5.0,"1pl, or"
Я или Максим приобретёт этот старинный дом.,3.4,H,171,22,or,3sg,,stimul,3.0,"3sg, or"
Я или Митя составим этот длинный список.,5.3,F,226,29,or,1pl,,stimul,5.0,"1pl, or"
Я или Митя составит этот длинный список.,3.6,G,227,29,or,3sg,,stimul,4.0,"3sg, or"
Я или Митя составлю этот длинный список.,3.3,E,225,29,or,1sg,,stimul,3.0,"1sg, or"
Я или Митя составят этот длинный список.,2.4,H,228,29,or,3pl,,stimul,2.0,"3pl, or"
Я или Миша исправим эту случайную ошибку.,4.888888888888889,H,242,31,or,1pl,,stimul,5.0,"1pl, or"
Я или Миша исправит эту случайную ошибку.,5.0,A,243,31,or,3sg,,stimul,5.0,"3sg, or"
Я или Миша исправлю эту случайную ошибку.,2.6666666666666665,G,241,31,or,1sg,,stimul,3.0,"1sg, or"
Я или Миша исправят эту случайную ошибку.,2.7,B,244,31,or,3pl,,stimul,3.0,"3pl, or"
Я или Никита внесу этот небольшой аванс.,2.333333333333333,F,105,14,or,1sg,,stimul,2.0,"1sg, or"
Я или Никита внесут этот небольшой аванс.,3.6666666666666665,A,108,14,or,3pl,,stimul,4.0,"3pl, or"
Я или Никита внесём этот небольшой аванс.,4.9,G,106,14,or,1pl,,stimul,5.0,"1pl, or"
Я или Никита внесёт этот небольшой аванс.,3.555555555555556,H,107,14,or,3sg,,stimul,4.0,"3sg, or"
Я или Никита побелим этот высокий потолок.,6.2,E,154,20,or,1pl,,stimul,6.0,"1pl, or"
Я или Никита побелит этот высокий потолок.,2.8,F,155,20,or,3sg,,stimul,3.0,"3sg, or"
Я или Никита побелю этот высокий потолок.,3.0,D,153,20,or,1sg,,stimul,3.0,"1sg, or"
Я или Никита побелят этот высокий потолок.,3.5,G,156,20,or,3pl,,stimul,4.0,"3pl, or"
Я или Олег подпишем это деловое соглашение.,4.5,B,130,17,or,1pl,,stimul,4.0,"1pl, or"
Я или Олег подпишет это деловое соглашение.,3.9,C,131,17,or,3sg,,stimul,4.0,"3sg, or"
Я или Олег подпишу это деловое соглашение.,3.5,A,129,17,or,1sg,,stimul,4.0,"1sg, or"
Я или Олег подпишут это деловое соглашение.,3.6,D,132,17,or,3pl,,stimul,4.0,"3pl, or"
Я или Паша посетим этот научный семинар.,6.111111111111111,A,122,16,or,1pl,,stimul,6.0,"1pl, or"
Я или Паша посетит этот научный семинар.,2.6,B,123,16,or,3sg,,stimul,3.0,"3sg, or"
Я или Паша посетят этот научный семинар.,3.3,C,124,16,or,3pl,,stimul,3.0,"3pl, or"
Я или Паша посещу этот научный семинар.,1.9,H,121,16,or,1sg,,stimul,2.0,"1sg, or"
Я или Петя поднимем этот важный вопрос.,4.4,H,114,15,or,1pl,,stimul,4.0,"1pl, or"
Я или Петя поднимет этот важный вопрос.,4.4,A,115,15,or,3sg,,stimul,4.0,"3sg, or"
Я или Петя подниму этот важный вопрос.,3.5,G,113,15,or,1sg,,stimul,4.0,"1sg, or"
Я или Петя поднимут этот важный вопрос.,2.7,B,116,15,or,3pl,,stimul,3.0,"3pl, or"
Я или Саша отнесу это тяжёлое ведро.,2.1,H,249,32,or,1sg,,stimul,2.0,"1sg, or"
Я или Саша отнесут это тяжёлое ведро.,3.1,C,252,32,or,3pl,,stimul,3.0,"3pl, or"
Я или Саша отнесём это тяжёлое ведро.,4.7,A,250,32,or,1pl,,stimul,5.0,"1pl, or"
Я или Саша отнесёт это тяжёлое ведро.,2.1,B,251,32,or,3sg,,stimul,2.0,"3sg, or"
Я или Слава купим эту известную картину.,5.9,D,146,19,or,1pl,,stimul,6.0,"1pl, or"
Я или Слава купит эту известную картину.,3.1,E,147,19,or,3sg,,stimul,3.0,"3sg, or"
Я или Слава куплю эту известную картину.,3.2,C,145,19,or,1sg,,stimul,3.0,"1sg, or"
Я или Слава купят эту известную картину.,3.2,F,148,19,or,3pl,,stimul,3.0,"3pl, or"
Я или Стёпа исполним эту оперную арию.,4.7,E,26,4,or,1pl,,stimul,5.0,"1pl, or"
Я или Стёпа исполнит эту оперную арию.,2.8,F,27,4,or,3sg,,stimul,3.0,"3sg, or"
Я или Стёпа исполню эту оперную арию.,3.3,D,25,4,or,1sg,,stimul,3.0,"1sg, or"
Я или Стёпа исполнят эту оперную арию.,3.8,G,28,4,or,3pl,,stimul,4.0,"3pl, or"
Я или Федя выиграем этот теннисный турнир.,4.8,C,202,26,or,1pl,,stimul,5.0,"1pl, or"
