author,sentence,response,group,sentence_id,lexicalization,conj_order,verb_agreement,filler_type,type,response_round,condition
Belova_2022_1,Вечер у соседей проводишь я и ты.,2.1,H,43,6.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Вечер у соседей проводят ты и я.,2.421052631578948,E,48,6.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Вечер у соседей проводят я и ты.,2.6666666666666665,A,44,6.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Вечер у соседей провожу ты и я.,2.6923076923076925,C,46,6.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Вечер у соседей провожу я и ты.,2.857142857142857,G,42,6.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Галстук под пиджак подбираем ты и я.,4.416666666666667,A,181,23.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Галстук под пиджак подбираем я и ты.,4.888888888888889,E,177,23.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Галстук под пиджак подбираешь ты и я.,3.333333333333333,C,183,23.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Галстук под пиджак подбираешь я и ты.,2.857142857142857,G,179,23.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Галстук под пиджак подбираю ты и я.,2.571428571428572,B,182,23.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Галстук под пиджак подбираю я и ты.,3.071428571428572,F,178,23.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Галстук под пиджак подбирают ты и я.,2.6666666666666665,D,184,23.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Галстук под пиджак подбирают я и ты.,2.473684210526316,H,180,23.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Гречку на костре варим ты и я.,5.684210526315789,H,101,13.0,you_I,1pl,,stimul,6.0,"you_I, 1pl"
Belova_2022_1,Гречку на костре варим я и ты.,4.4375,D,97,13.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Гречку на костре варишь ты и я.,3.4285714285714284,B,103,13.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Гречку на костре варишь я и ты.,2.2142857142857144,F,99,13.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Гречку на костре варю ты и я.,3.0,A,102,13.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Гречку на костре варю я и ты.,3.8947368421052633,E,98,13.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Гречку на костре варят ты и я.,3.4,C,104,13.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Гречку на костре варят я и ты.,2.9285714285714284,G,100,13.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Грядку под редис копаем ты и я.,5.333333333333333,B,189,24.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Грядку под редис копаем я и ты.,4.214285714285714,F,185,24.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Грядку под редис копаешь ты и я.,2.6875,D,191,24.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Грядку под редис копаешь я и ты.,2.0,H,187,24.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Грядку под редис копаю ты и я.,2.466666666666667,C,190,24.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Грядку под редис копаю я и ты.,3.2142857142857144,G,186,24.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Грядку под редис копают ты и я.,2.736842105263158,E,192,24.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Грядку под редис копают я и ты.,3.1666666666666665,A,188,24.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Деньги в акции вкладываем ты и я.,3.923076923076923,F,157,20.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Деньги в акции вкладываем я и ты.,4.761904761904762,B,153,20.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Деньги в акции вкладываешь ты и я.,2.35,H,159,20.0,you_I,2sg,,stimul,2.0,"you_I, 2sg"
Belova_2022_1,Деньги в акции вкладываешь я и ты.,2.4375,D,155,20.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Деньги в акции вкладываю ты и я.,3.142857142857143,G,158,20.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Деньги в акции вкладываю я и ты.,3.571428571428572,C,154,20.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Деньги в акции вкладывают ты и я.,3.0,A,160,20.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Деньги в акции вкладывают я и ты.,2.894736842105264,E,156,20.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Диван в гараж отвожу ты и я.,2.5789473684210527,E,134,17.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Диван в гараж отвожу я и ты.,3.0,A,130,17.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Диван в гараж отвозим ты и я.,4.3125,D,133,17.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Диван в гараж отвозим я и ты.,4.65,H,129,17.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Диван в гараж отвозишь ты и я.,3.2857142857142856,F,135,17.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Диван в гараж отвозишь я и ты.,2.4285714285714284,B,131,17.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Диван в гараж отвозят ты и я.,2.7142857142857144,G,136,17.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Диван в гараж отвозят я и ты.,3.2,C,132,17.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Долги за семестр закрываем ты и я.,4.421052631578948,E,213,27.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Долги за семестр закрываем я и ты.,4.333333333333333,A,209,27.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Долги за семестр закрываешь ты и я.,3.4285714285714284,G,215,27.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Долги за семестр закрываешь я и ты.,2.7333333333333334,C,211,27.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Долги за семестр закрываю ты и я.,3.071428571428572,F,214,27.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Долги за семестр закрываю я и ты.,3.238095238095238,B,210,27.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Долги за семестр закрывают ты и я.,2.4,H,216,27.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Долги за семестр закрывают я и ты.,2.5625,D,212,27.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Духовку от жира отмываем ты и я.,5.0,E,77,10.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Духовку от жира отмываем я и ты.,4.416666666666667,A,73,10.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Духовку от жира отмываешь ты и я.,3.5,G,79,10.0,you_I,2sg,,stimul,4.0,"you_I, 2sg"
Belova_2022_1,Духовку от жира отмываешь я и ты.,2.6666666666666665,C,75,10.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Духовку от жира отмываю ты и я.,3.0,F,78,10.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Духовку от жира отмываю я и ты.,3.238095238095238,B,74,10.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Духовку от жира отмывают ты и я.,2.6,H,80,10.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Духовку от жира отмывают я и ты.,2.6875,D,76,10.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Заявление на увольнение пишем ты и я.,5.0,B,117,15.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Заявление на увольнение пишем я и ты.,5.0,F,113,15.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Заявление на увольнение пишешь ты и я.,2.6875,D,119,15.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Заявление на увольнение пишешь я и ты.,1.8,H,115,15.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Заявление на увольнение пишу ты и я.,2.4285714285714284,C,118,15.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Заявление на увольнение пишу я и ты.,2.7857142857142856,G,114,15.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Заявление на увольнение пишут ты и я.,2.6842105263157894,E,120,15.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Заявление на увольнение пишут я и ты.,3.0,A,116,15.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Ключи от квартиры ищем ты и я.,4.785714285714286,G,93,12.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Ключи от квартиры ищем я и ты.,4.571428571428571,C,89,12.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Ключи от квартиры ищешь ты и я.,3.1666666666666665,A,95,12.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Ключи от квартиры ищешь я и ты.,2.473684210526316,E,91,12.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Ключи от квартиры ищу ты и я.,2.2,H,94,12.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Ключи от квартиры ищу я и ты.,2.5625,D,90,12.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Ключи от квартиры ищут ты и я.,2.4761904761904763,B,96,12.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Ключи от квартиры ищут я и ты.,2.3846153846153846,F,92,12.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Книги в библиотеку отдаю ты и я.,2.4285714285714284,F,142,18.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Книги в библиотеку отдаю я и ты.,3.789473684210526,B,138,18.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Книги в библиотеку отдают ты и я.,2.5,H,144,18.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Книги в библиотеку отдают я и ты.,2.5625,D,140,18.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Книги в библиотеку отдаём ты и я.,4.842105263157895,E,141,18.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Книги в библиотеку отдаём я и ты.,4.333333333333333,A,137,18.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Книги в библиотеку отдаёшь ты и я.,3.142857142857143,G,143,18.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Книги в библиотеку отдаёшь я и ты.,2.571428571428572,C,139,18.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Комнату у метро снимаем ты и я.,3.9166666666666665,A,37,5.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Комнату у метро снимаем я и ты.,4.777777777777778,E,33,5.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Комнату у метро снимаешь ты и я.,3.533333333333333,C,39,5.0,you_I,2sg,,stimul,4.0,"you_I, 2sg"
Belova_2022_1,Комнату у метро снимаешь я и ты.,2.357142857142857,G,35,5.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Комнату у метро снимаю ты и я.,3.0,B,38,5.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Комнату у метро снимаю я и ты.,3.0,F,34,5.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Комнату у метро снимают ты и я.,2.533333333333333,D,40,5.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Комнату у метро снимают я и ты.,2.0,H,36,5.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Коробки в макулатуру сдаю ты и я.,2.5,F,150,19.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Коробки в макулатуру сдаю я и ты.,3.523809523809524,B,146,19.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Коробки в макулатуру сдают ты и я.,2.5,H,152,19.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Коробки в макулатуру сдают я и ты.,2.5,D,148,19.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Коробки в макулатуру сдаём ты и я.,5.105263157894737,E,149,19.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Коробки в макулатуру сдаём я и ты.,4.416666666666667,A,145,19.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Коробки в макулатуру сдаёшь ты и я.,3.5,G,151,19.0,you_I,2sg,,stimul,4.0,"you_I, 2sg"
Belova_2022_1,Коробки в макулатуру сдаёшь я и ты.,2.933333333333333,C,147,19.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Крепость из снега строим я и ты.,5.066666666666666,C,233,30.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Крепость из снега строишь ты и я.,2.9166666666666665,A,239,30.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Крепость из снега строишь я и ты.,2.736842105263158,E,235,30.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Крепость из снега строят ты и я.,3.0,B,240,30.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Крепость из снега строят я и ты.,2.7857142857142856,F,236,30.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Крепость из строим снега ты и я.,1.6428571428571428,G,237,30.0,you_I,1pl,,stimul,2.0,"you_I, 1pl"
Belova_2022_1,Крепость из строю снега ты и я.,1.55,H,238,30.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Крепость из строю снега я и ты.,1.4375,D,234,30.0,I_you,1sg,,stimul,1.0,"I_you, 1sg"
Belova_2022_1,Машину из сервиса забираем ты и я.,4.5,F,229,29.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Машину из сервиса забираем я и ты.,4.666666666666667,B,225,29.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Машину из сервиса забираешь ты и я.,2.45,H,231,29.0,you_I,2sg,,stimul,2.0,"you_I, 2sg"
Belova_2022_1,Машину из сервиса забираешь я и ты.,2.0625,D,227,29.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Машину из сервиса забираю ты и я.,2.642857142857143,G,230,29.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Машину из сервиса забираю я и ты.,3.2,C,226,29.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Машину из сервиса забирают ты и я.,2.9166666666666665,A,232,29.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Машину из сервиса забирают я и ты.,2.736842105263158,E,228,29.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Переезд за границу намечаем ты и я.,3.9375,D,205,26.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Переезд за границу намечаем я и ты.,5.0,H,201,26.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Переезд за границу намечаешь ты и я.,2.857142857142857,F,207,26.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Переезд за границу намечаешь я и ты.,2.142857142857143,B,203,26.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Переезд за границу намечаю ты и я.,2.631578947368421,E,206,26.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Переезд за границу намечаю я и ты.,2.833333333333333,A,202,26.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Переезд за границу намечают ты и я.,2.2857142857142856,G,208,26.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Переезд за границу намечают я и ты.,2.933333333333333,C,204,26.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Перекус из овощей готовим ты и я.,5.15,H,245,31.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Перекус из овощей готовим я и ты.,4.25,D,241,31.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Перекус из овощей готовишь ты и я.,3.4285714285714284,B,247,31.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Перекус из овощей готовишь я и ты.,2.5384615384615383,F,243,31.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Перекус из овощей готовлю ты и я.,2.833333333333333,A,246,31.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Перекус из овощей готовлю я и ты.,3.631578947368421,E,242,31.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Перекус из овощей готовят ты и я.,3.2,C,248,31.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Перекус из овощей готовят я и ты.,2.7142857142857144,G,244,31.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Письмо от ректора читаем ты и я.,4.269230769230769,F,85,11.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Письмо от ректора читаем я и ты.,4.975,E,84,11.0,I_you,3pl,,stimul,5.0,"I_you, 3pl"
Belova_2022_1,Письмо от ректора читаешь ты и я.,2.35,H,87,11.0,you_I,2sg,,stimul,2.0,"you_I, 2sg"
Belova_2022_1,Письмо от ректора читаешь я и ты.,2.25,D,83,11.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Письмо от ректора читаю ты и я.,2.7142857142857144,G,86,11.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Письмо от ректора читаю я и ты.,3.2857142857142856,C,82,11.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Подарок для подруги передаю ты и я.,2.142857142857143,G,14,2.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Подарок для подруги передаю я и ты.,3.6,C,10,2.0,I_you,1sg,,stimul,4.0,"I_you, 1sg"
Belova_2022_1,Подарок для подруги передают ты и я.,2.75,A,16,2.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Подарок для подруги передают я и ты.,2.526315789473684,E,12,2.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Подарок для подруги передаём ты и я.,4.5,F,13,2.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Подарок для подруги передаём я и ты.,4.2631578947368425,B,9,2.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Подарок для подруги передаёшь ты и я.,2.210526315789474,H,15,2.0,you_I,2sg,,stimul,2.0,"you_I, 2sg"
Belova_2022_1,Подарок для подруги передаёшь я и ты.,1.9375,D,11,2.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Поездку на дачу планируем ты и я.,4.733333333333333,C,125,16.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Поездку на дачу планируем я и ты.,4.571428571428571,G,121,16.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
Belova_2022_1,Поездку на дачу планируешь ты и я.,3.1578947368421053,E,127,16.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Поездку на дачу планируешь я и ты.,2.75,A,123,16.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Поездку на дачу планирую ты и я.,2.6875,D,126,16.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Поездку на дачу планирую я и ты.,2.85,H,122,16.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Поездку на дачу планируют ты и я.,2.5,F,128,16.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Поездку на дачу планируют я и ты.,2.857142857142857,B,124,16.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Рассвет у озера встречаем ты и я.,5.4,C,53,7.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Рассвет у озера встречаем я и ты.,4.5,G,49,7.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Рассвет у озера встречаешь ты и я.,3.1578947368421053,E,55,7.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Рассвет у озера встречаешь я и ты.,2.9166666666666665,A,51,7.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Рассвет у озера встречаю ты и я.,2.4375,D,54,7.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Рассвет у озера встречаю я и ты.,3.2,H,50,7.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Рассвет у озера встречают ты и я.,2.642857142857143,F,56,7.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Рассвет у озера встречают я и ты.,3.523809523809524,B,52,7.0,I_you,3pl,,stimul,4.0,"I_you, 3pl"
Belova_2022_1,Реквизит для спектакля готовим ты и я.,4.769230769230769,G,21,3.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Реквизит для спектакля готовим я и ты.,5.666666666666667,C,17,3.0,I_you,1pl,,stimul,6.0,"I_you, 1pl"
Belova_2022_1,Реквизит для спектакля готовишь ты и я.,3.1666666666666665,A,23,3.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Реквизит для спектакля готовишь я и ты.,2.5789473684210527,E,19,3.0,I_you,2sg,,stimul,3.0,"I_you, 2sg"
Belova_2022_1,Реквизит для спектакля готовлю ты и я.,2.526315789473684,H,22,3.0,you_I,1sg,,stimul,3.0,"you_I, 1sg"
Belova_2022_1,Реквизит для спектакля готовлю я и ты.,3.3125,D,18,3.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Реквизит для спектакля готовят ты и я.,3.0,B,24,3.0,you_I,3pl,,stimul,3.0,"you_I, 3pl"
Belova_2022_1,Реквизит для спектакля готовят я и ты.,3.142857142857143,F,20,3.0,I_you,3pl,,stimul,3.0,"I_you, 3pl"
Belova_2022_1,Сапоги от грязи чистим ты и я.,4.578947368421052,E,69,9.0,you_I,1pl,,stimul,5.0,"you_I, 1pl"
Belova_2022_1,Сапоги от грязи чистим я и ты.,4.090909090909091,A,65,9.0,I_you,1pl,,stimul,4.0,"I_you, 1pl"
Belova_2022_1,Сапоги от грязи чистишь ты и я.,3.142857142857143,G,71,9.0,you_I,2sg,,stimul,3.0,"you_I, 2sg"
Belova_2022_1,Сапоги от грязи чистишь я и ты.,2.2,C,67,9.0,I_you,2sg,,stimul,2.0,"I_you, 2sg"
Belova_2022_1,Сапоги от грязи чистят ты и я.,2.35,H,72,9.0,you_I,3pl,,stimul,2.0,"you_I, 3pl"
Belova_2022_1,Сапоги от грязи чистят я и ты.,2.125,D,68,9.0,I_you,3pl,,stimul,2.0,"I_you, 3pl"
Belova_2022_1,Сапоги от грязи чищу ты и я.,2.142857142857143,F,70,9.0,you_I,1sg,,stimul,2.0,"you_I, 1sg"
Belova_2022_1,Сапоги от грязи чищу я и ты.,2.9047619047619047,B,66,9.0,I_you,1sg,,stimul,3.0,"I_you, 1sg"
Belova_2022_1,Снежинки из бумаги вырезаем ты и я.,4.416666666666667,A,253,32.0,you_I,1pl,,stimul,4.0,"you_I, 1pl"
Belova_2022_1,Снежинки из бумаги вырезаем я и ты.,5.2631578947368425,E,249,32.0,I_you,1pl,,stimul,5.0,"I_you, 1pl"
